"","TemperatureAirMin","TemperatureAirMax","TemperatureAirMean","Radiation","PET","Rainfall","ThermalTime","WaterStress","WaterStressConductance","WaterStressRUE","WaterSupplyDemandRatio....WaterDemand.WaterAvailable","ThermalStressRUE....ThermalStressRUE","NitrogenAbsorbed....NitrogenAbsorbed","NitrogenNutritionIndex....NNI","NitrogenStressRUE....NitrogenStressRUE","LAI","RIE","RUE","CropBiomass","CropYield","TerpeneStressRUE","pest_resistance_genetic"
"25",9.8,16.1,12.95,14.03,2.8,3.5,229.935814180235,0.0273696641311521,0.75868112154888,0.121870455920267,0.0437208339653077,0.536184210526316,3.78801092526916,0.622734032296986,0.0646033693366462,10.5947387222822,0.999927741807764,0.00413707792456345,169.015189804092,67.6060759216368,0.98,1
"26",5.1,17.4,11.25,11.52,2,10.5,236.546617012749,0.0264998654829163,0.750693282925189,0.11803411728361,0.0312355405484659,0.424342105263158,4.02589361986414,0.655491652090912,0.0387318034720355,11.9345645921213,0.999978363051651,0.00190115479149587,170.066429611484,68.0265718445936,0.98,1
"27",8.3,15.7,12,18.3,3.4,2,243.930879629098,0.025285464094065,0.744079699515307,0.112671997314916,0.053828818792963,0.473684210526316,4.42406733284162,0.717736019041781,0.0645974832973398,13.7559463925026,0.999995799688015,0.00337867622305371,173.034246340006,69.2136985360024,0.98,1
"28",9.2,16.1,12.65,16.68,3.2,0,251.989175158577,0.0235310365264525,0.734655376459596,0.104913899660223,0.0526218944679801,0.516447368421053,4.79426346239241,0.770029026423768,0.0594589278332217,15.9343432873533,0.999999408680265,0.00315720112080874,175.562026350643,70.2248105402572,0.98,1
"29",8.2,18.6,13.4,13.7,2.5,1.5,260.829411936057,0.0225205997044911,0.720654909906832,0.100439873012969,0.0414873491909548,0.56578947368421,5.07055890717394,0.807584344430558,0.044005380812626,18.4529206926354,0.999999938708743,0.00245071538723966,177.173616690515,70.8694466762062,0.98,1
"30",12,18.4,15.2,14.99,3.2,1,271.528526967944,0.0211596984087529,0.712389392416594,0.0944076617731151,0.0544097499013989,0.684210526315789,6.19489595284392,0.981441380421435,0.178125816892005,22.5686573429819,0.999999998490959,0.0112758668145953,185.28682836871,74.114731347484,0.98,1
"31",11.6,17.5,14.55,11.46,2.8,8,281.57002283949,0.0220637414735549,0.701029875336969,0.0984156442481132,0.044082847475255,0.641447368421053,7.05808849120938,1.08952966532266,0.133247674438437,27.2822681066075,0.999999999978307,0.0082434855557137,189.821404903099,75.9285619612394,0.98,1
"32",9.9,16.6,13.25,16.08,3.2,1.5,290.266251845789,0.0210490673671543,0.708604726272983,0.0939169774660924,0.0512006284363045,0.555921052631579,8.04152711588768,1.2240527173462,0.149695537120351,31.8704381747172,0.999999999999651,0.00765935425741191,195.733200893137,78.2932803572549,0.98,1
"33",11.7,16.3,14,14.22,3.6,0,299.742164270795,0.01957046159365,0.700095190211132,0.0873545968329961,0.0600211172405218,0.605263157894737,9.14056224668085,1.36681362527293,0.164341771422999,37.189959960327,0.999999999999997,0.00851538018528001,201.545458792402,80.6181835169608,0.98,1
"34",5.8,18.6,12.2,27.49,4.2,0,307.373455134877,0.0181356592697158,0.687444778267224,0.0809793638432794,0.0735659601883682,0.486842105263158,10.4085563006728,1.53022729304775,0.186415776865746,44.2163416567596,1,0.00740045654788447,211.310509216467,84.5242036865866,0.98,1
"35",4.8,22.4,13.6,27.83,4.8,0,316.459546615624,0.016616659313292,0.674896044606473,0.0742227997288512,0.0891329793774436,0.578947368421053,11.8412744252674,1.69373712961927,0.204931310326387,52.9705764059394,1,0.0091600222477689,223.546833335926,89.4187333343705,0.98,1
"36",13.3,20.6,16.95,13.96,3.7,0,329.021028168336,0.0153149579853619,0.66133205538102,0.0684273368219324,0.0719771645617216,0.799342105263158,12.9072703760595,1.78690910880608,0.147578676119919,64.7821207809241,1,0.00876727070852958,229.421606092298,91.768642436919,0.98,1
"37",12.9,20.2,16.55,10.02,2.3,0,341.182874280643,0.0143857965700364,0.649492670376813,0.0642876545126703,0.0460816942177882,0.773026315789474,13.5456681298079,1.84728679592593,0.0870613195116654,75.7714675661256,1,0.00489163244365542,231.774285632398,92.7097142529592,0.98,1
"38",11.3,20.9,16.1,22.17,3.8,0,352.888627264385,0.0132637368699606,0.64092656306001,0.0592856169248723,0.0800407138972619,0.743421052631579,14.6067189028152,1.98023450603737,0.143846771293837,86.1549585832275,1,0.00743926320353273,239.690851963069,95.8763407852278,0.98,1
"39",11.9,20,15.95,10.06,2.4,0,364.450662733094,0.0124620023449198,0.630461463041027,0.0557097198752425,0.0522162185004277,0.733552631578947,15.2521980226376,2.02785261388665,0.0858195335779397,95.7538023543992,1,0.00426350610015992,241.749613788715,96.6998455154859,0.98,1
"40",9.4,23.4,16.4,23.09,4,2,376.488090134663,0.011877859859981,0.622907412441219,0.0531034214996677,0.0886175853135128,0.763157894736842,16.297797044972,2.15614788957525,0.138329500553192,105.607851263412,1,0.0070618291714071,249.576380295969,99.8305521183874,0.98,1
"41",13.3,18.6,15.95,13.67,3.4,4,388.064727654764,0.0118628386520878,0.617365452824245,0.0530363909135176,0.0733200141185366,0.733552631578947,17.1069864840833,2.2217607534971,0.10509304719651,120.017571160866,1,0.00532352701959267,253.069465785145,101.227786314058,0.98,1
"42",8.2,17.2,12.7,13,2.5,2,396.267121855061,0.0116364373437368,0.617222531269405,0.0520260409507969,0.0537684487752179,0.519736842105263,17.6728309867996,2.27682089337997,0.0728987102944075,130.251198679643,1,0.00262564122585174,254.707865910076,101.88314636403,0.98,1
"43",8.3,16.9,12.6,19.28,3.6,1,404.367370407209,0.0110529587311237,0.615065958784419,0.0494216936921332,0.0797964924528052,0.513157894736842,18.4808825826589,2.37202869587056,0.103713746599999,140.229560150652,1,0.00358152397044558,258.022351453285,103.208940581314,0.98,1
"44",8,19,13.5,22.33,4.1,0,413.407116395723,0.0102102576020617,0.609487369523761,0.0456591336295697,0.0962082978744946,0.572368421052632,19.3973327385665,2.47105585945117,0.116747985827346,150.861664917906,1,0.00425532565400231,262.583379702271,105.033351880908,0.98,1
"45",5.1,20.6,12.85,29.53,4.7,0,421.778005555007,0.00933687691287396,0.601379926355643,0.0417582267964667,0.11812196806153,0.529605263157895,20.4403000127107,2.57759136538442,0.131521721234079,160.154338806647,1,0.00414572447699767,268.459695404947,107.383878161979,0.98,1
"46",5.6,21,13.3,29.61,4.9,0,430.624024999066,0.00847461347070723,0.592918301107552,0.0379057247432497,0.132848638617632,0.55921052631579,21.5117503963238,2.67810545471541,0.133390219947025,169.262006916624,1,0.00412153396067838,274.31754919258,109.727019677032,0.98,1
"47",9.2,22,15.6,26.53,4.5,0,441.872754273884,0.0076823355995036,0.58450993072335,0.0343649144961553,0.131372336685384,0.710526315789474,22.4700422114562,2.76260378736593,0.117818229844575,179.765252084918,1,0.00431169726582595,279.808236958773,111.923294783509,0.98,1
"48",6.6,24,15.3,28.42,5.4,0,452.817176977753,0.00682403210554838,0.576740282029598,0.0305280547021809,0.173413806164053,0.69078947368421,23.6167049092625,2.87039730744494,0.13936650066029,188.870024674199,1,0.00452259791452635,285.977784129853,114.391113651941,0.98,1
"49",13.5,23,18.25,25.41,6.5,0,466.84784009133,0.00585474064983185,0.568280212954272,0.0261939711686858,0.23683241124554,0.884868421052632,24.9939255562104,2.9996013323129,0.1652846759979,204.052507224793,1,0.00609173820753605,293.407755386821,117.363102154728,0.98,1
"50",15.2,21.2,18.2,23.18,6.2,0,480.839211185158,0.00498377610460419,0.558678288187621,0.0222987010886517,0.258529789981653,0.881578947368421,26.259424398835,3.10494190405243,0.14963391147939,217.176489806711,1,0.00482784009392823,298.779403388929,119.511761355572,0.98,1
"51",16,21.9,18.95,18.2,5.1,0.5,495.625943363887,0.00436997649352111,0.550012594537771,0.019553152345402,0.236183662714596,0.930921052631579,27.2191400738504,3.18473146135272,0.112289980355076,234.469989868474,1,0.00346521075362316,301.806611503294,120.722644601318,0.98,1
"52",13.9,25.7,19.8,29.73,6.7,0,511.310112906897,0.00353581246278996,0.543886971327269,0.0158214404423531,0.373273149142474,0.986842105263158,28.49808224911,3.31493302941516,0.148768174027311,255.330003250521,1,0.0040710983877382,307.616231746532,123.046492698613,0.98,1
"53",8.5,20.3,14.4,13.33,3.2,2.5,521.355993383703,0.00354008360439117,0.535541169993575,0.0158405490108204,0.17468275141908,0.631578947368421,28.960869206089,3.33171639929469,0.0532399384484739,268.889073946277,1,0.00095312884434976,308.226081706301,123.29043268252,0.98,1
"54",5.7,21,13.35,24.48,3.9,0,530.303069100043,0.00308216371348152,0.535583957497262,0.0137918080531634,0.24029358264526,0.5625,29.5291005308649,3.39318683097806,0.0652954209073764,282.873116594957,1,0.00092302040187956,309.310667599325,123.72426703973,0.98,1
"55",12.4,22.8,17.6,23.94,4.5,9.5,543.703397104118,0.00403964874352935,0.53099374681631,0.0180754591898877,0.20682674317522,0.842105263157895,29.940872572467,3.43350125021711,0.0472203946703008,318.213344990296,1,0.00134491524079137,310.856136600824,124.342454640329,0.98,1
"56",11.5,15.4,13.45,9.91,2.2,9,552.750791313784,0.00512401630552159,0.540584728709838,0.0229259550771845,0.0783809217885266,0.569078947368421,30.0798625056416,3.43948299453632,0.0158928090670684,348.990231998794,1,0.000394840635942709,311.043954394529,124.417581757812,0.98,1
"57",9.4,19.7,14.55,20.43,3.6,0.5,562.938166454559,0.00475155340194314,0.551410112025218,0.0212599975204246,0.135850876693499,0.641447368421053,30.3101849923937,3.46460526901672,0.0263270086069906,388.98322142547,1,0.000697045262856771,311.727504861097,124.691001944439,0.98,1
"58",7.7,21.1,14.4,21.62,3.8,10.5,572.972377594214,0.00584431296401417,0.547696729525761,0.0261473392349103,0.114566885926733,0.631578947368421,30.4850064701485,3.48015444609954,0.0199575402313942,447.570651688189,1,0.00065197138042463,312.404094680846,124.961637872338,0.98,1
"59",11.6,20.2,15.9,12.01,2.9,0,584.562359635135,0.00545459358445611,0.558574737909247,0.0244044596414787,0.0919218721242313,0.730263157894737,30.615450574374,3.49065363312832,0.0148727253002052,511.977051908247,1,0.000535564426894466,312.712836861662,125.085134744665,0.98,1
"60",10,20,15,17.17,3.3,5,595.216564490818,0.00575661059515777,0.554701121880116,0.0257551354535266,0.0973891342079748,0.671052631578947,31.8227104215271,3.62622254264197,0.137568196253072,588.986706484021,1,0.0048967188121353,316.748516637872,126.699406655149,0.98,1
"61",12.6,21.2,16.9,14.36,3.4,7.5,607.851743105319,0.0063714213300334,0.557703624378696,0.0285043867475594,0.0889156419427566,0.796052631578947,32.8675603171147,3.71753276181168,0.118179252750919,709.680053688447,1,0.00564672569625556,320.640691725787,128.256276690315,0.98,1
"62",13.7,22.5,18.1,22.59,4.8,0,621.731885746422,0.00580109074497687,0.563802525487021,0.0259540510672363,0.135088587502451,0.875,34.3863240268164,3.86186190503609,0.170569430703738,836.544010179121,1,0.0083533427090934,329.698388292111,131.879355316844,0.98,1
"63",13.2,22.7,17.95,18.38,4.2,0,635.462924449258,0.00531212011336024,0.558145473127994,0.023767260751872,0.126551658240003,0.865131578947368,35.681318209445,3.94307402690059,0.143107322900369,970.377226340366,1,0.00649329341517069,335.427031474711,134.170812589884,0.98,1
"64",13.3,21.9,17.6,22.45,4.4,0,648.834721798814,0.00482960265556824,0.553283320659476,0.0216091074580318,0.143072766662809,0.842105263157895,37.0229856165431,4.05066532460763,0.14679112320591,1107.05723559557,1,0.00602508389344509,341.919661878288,136.767864751315,0.98,1
"65",12.4,18.5,15.45,11,2.7,0.5,659.965595583728,0.004586525479981,0.54847531932943,0.02052181990682,0.0909416557552434,0.700657894736842,37.7977590048663,4.08970409123811,0.0838302052669353,1227.58949187266,1,0.00276789463433418,343.381110245216,137.352444098086,0.98,1
"66",8.6,26.3,17.45,30.28,5.9,0,673.18984270158,0.00401495715853151,0.546049709207771,0.0179650002279792,0.222913450468056,0.832236842105263,39.5824233828876,4.27222252531473,0.192622954945336,1370.73050149869,1,0.00675243047278469,353.19536279158,141.278145116632,0.98,1
"67",15.5,23.9,19.7,23.57,6.4,0,688.774739463989,0.00342061361743004,0.540337743350102,0.015306050494037,0.278145861903257,0.980263157894737,41.4984332123549,4.4064089648844,0.20344678668152,1529.97791321435,1,0.00733101958087503,361.489385104599,144.59575404184,0.98,1
"68",17.4,27.6,22.5,25.65,7.1,0,707.298874590762,0.0027928159637413,0.534386934026627,0.0124972007723834,0.369496015948866,1,43.6014241440133,4.56779972790551,0.22031485425083,1699.04688381437,1,0.00679898110304908,369.860290638673,147.944116255469,0.98,1
"69",17.2,29.7,23.45,28.93,7.2,0,726.828985704933,0.0021892600970002,0.528090555404399,0.00979662550933513,0.46713477197615,1,45.65774984837,4.72013513568299,0.212584615750368,1848.55599738322,1,0.00529148474283317,377.208258011961,150.883303204784,0.98,1
"70",18.4,31,24.7,20.78,6.3,0,747.680148307895,0.00861771910169084,0.522028842732506,0.038545186680143,0.101409545857255,1,45.9847570760854,4.70000806580225,0.0334227406115262,2487.43266507157,1,0.00337149456824488,380.571121554111,152.228448621644,0.98,1
"71",16.9,25.5,21.2,18.01,4.2,0,764.759257585361,0.00811351471586074,0.58590897715478,0.0362920321976477,0.0703947840519366,1,46.2226837347079,4.70006835341265,0.0241931335065541,2988.17869747626,1,0.00235264286283044,382.604934256171,153.041973702468,0.98,1
"72",18.1,30,24.05,25.02,5.6,0,784.81588321165,0.0075035951528436,0.580973700629072,0.033565973803737,0.0992730752722963,1,46.5348218815382,4.71720255711062,0.031641227039571,3526.83814549675,1,0.00292369875891479,386.116179517677,154.446471807071,0.98,1
"73",17.9,31.8,24.85,28.01,6.2,0,805.718044262555,0.00687431266697561,0.574982019498891,0.0307528489700515,0.117323872419214,1,46.8692856282069,4.72599972396052,0.0337251902444083,4025.66249784169,1,0.00293436254542369,390.061371272748,156.024548509099,0.98,1
"74",20.9,31.3,26.1,25.43,6.7,0,827.93654932638,0.00623412926169922,0.568776965340078,0.0278904932535637,0.136638866874405,1,47.2149360043528,4.73286477609736,0.0346482835422002,4481.4685271899,1,0.00281259790756589,393.494540782639,157.397816313056,0.98,1
"75",17.8,26.9,22.35,27.81,7.2,0,846.254463267916,0.00561046701701326,0.562442198555065,0.0251015658368929,0.160054131562537,1,47.5722786755426,4.74450927118751,0.0356387304466614,4803.50991230627,1,0.00263008853963145,397.005393372423,158.802157348969,0.98,1
"76",15.5,23.7,19.6,27.09,6.4,0,861.711211417067,0.00508168432457803,0.556251250574022,0.0227366182096869,0.15449692518755,0.973684210526316,47.873506893572,4.75001656571673,0.0298879091703461,5038.34504476681,1,0.00194530123191177,399.534907470302,159.813962988121,0.98,1
"77",15.7,25.7,20.7,21.97,5.4,0,878.325139938768,0.00463634016130968,0.550988351131164,0.0207446457007467,0.140444194385037,1,48.1117041256455,4.75609799977143,0.023547064058621,5254.29878460446,1,0.00143611797349531,401.049380040431,160.419752016173,0.98,1
"78",15.4,26,20.7,24.14,5.5,2,894.946130240267,0.00439988378727262,0.546546980189288,0.0196869359654208,0.148207655476262,1,48.3312968173474,4.76733305457947,0.021660322950795,5438.56342620038,1,0.00125369064931255,402.502056469603,161.000822587841,0.98,1
"79",13.6,25.6,19.6,24.99,5.2,0,910.420735308686,0.00400092294003161,0.544185764582014,0.0179022172985983,0.151690497920368,0.973684210526316,48.527025925509,4.77661208877881,0.0192660070618272,5577.86034354508,1,0.000987333783155608,403.686383089174,161.474553235669,0.98,1
"80",11.4,27.9,19.65,30.4,5.6,0,925.953542239752,0.00933730216958512,0.54019735281709,0.0417601265017016,0.0689186468991897,0.976973684210526,48.6059521962785,4.7762348732124,0.00775564287558266,5872.18335909327,1,0.000930271689723195,405.043835538818,162.017534215527,0.98,1
"81",12.2,31.8,22,30.47,5.9,0,943.853715651499,0.00878375093265474,0.59292243503136,0.0392870538538055,0.0758774321853136,1,48.6943091317985,4.77560975748654,0.00866545292323358,6147.02759424385,1,0.00100089394004832,406.507702979775,162.60308119191,0.98,1
"82",15.1,33.2,24.15,29.15,6.8,0,964.001844287386,0.00818012855930449,0.587530420729992,0.0365897332905978,0.092188672838683,1,48.7901510936179,4.77500761925115,0.00937988687622028,6384.65012819887,1,0.00100903022374482,407.919538068839,163.167815227535,0.98,1
"83",19.2,30.5,24.85,24.45,6.4,0,984.890682782719,0.0076239201207179,0.581626685619484,0.0341038115995507,0.0913771878744847,1,48.8724340943205,4.77345193006334,0.0080367175442346,6568.73335950702,1,0.000805803140961698,408.865228635071,163.546091454028,0.98,1
"84",17.8,28.5,23.15,19.1,4.6,12.5,1004.01841842438,0.0083261011058839,0.576165862853046,0.037242070205876,0.0591216580437099,1,48.9191677907627,4.77160357057962,0.00455843144682605,6717.56522639212,1,0.000499110346475824,409.32281300072,163.729125200288,0.98,1
"85",17.1,26,21.55,19.52,4.6,57.5,1021.46679864482,0.0129627027059117,0.583056584812202,0.0579431174977625,0.0373861329948638,1,48.9478266233735,4.7713025918212,0.00279358598220012,6893.46358309491,1,0.000475895097571768,409.768707671341,163.907483068536,0.98,1
"86",16,28.1,22.05,25.27,6,0,1039.35913285758,0.012369842931316,0.627632340429854,0.0552985770314627,0.0503041393769988,1,48.987805403081,4.77218513657763,0.00389456389664367,7031.47870682404,1,0.000633169694428961,410.536717183896,164.214686873558,0.98,1
"87",17.3,26,21.65,17.54,4.5,0,1056.84600362051,0.0119461867166461,0.622035155534445,0.0534083169805144,0.0386347938874372,1,49.0166490209582,4.76981190000821,0.00280677350528618,7134.42325399196,1,0.000440720844244731,410.907768877082,164.363107550833,0.98,1
"88",14.5,28.8,21.65,28.35,5.6,0,1074.33964783562,0.0115912240813046,0.618015302603541,0.0518242571267677,0.0495511923788408,1,49.0515548020286,4.7707081749777,0.00339490350058308,7212.19458543998,1,0.000517258754688257,411.611654590462,164.644661836185,0.98,1
"89",17.7,32.3,25,24.95,6.3,5.5,1095.31808566608,0.0116641609518412,0.614634737396926,0.0521497674950078,0.0553965132015645,1,49.0879052635844,4.7695065896945,0.00353190393841782,7280.32750190132,1,0.000541512629457382,412.2601701155,164.9040680462,0.98,1
"90",14.6,21.8,18.2,23.75,5,2.5,1109.23354308643,0.0115622821740723,0.615330283316141,0.0516950890711214,0.0443528799159116,0.881578947368421,49.6611860082691,4.82080412379517,0.055650587515335,7316.32904722903,1,0.00745637226600171,420.760434498742,168.304173799497,0.98,1
"91",12.4,24.8,18.6,28.21,5.1,0,1123.56572820538,0.0112409253629702,0.614358609459948,0.0502607547773408,0.0465332618255827,0.907894736842105,50.2444605090564,4.82003005611549,0.0559544394800211,7343.84446534551,1,0.00750665375836065,430.925044219863,172.370017687945,0.98,1
"92",13.9,26.3,20.1,17.25,4.2,5.5,1139.46045801183,0.0114476868972152,0.611287708200981,0.0511836321279773,0.0376293686783153,1,50.6996548687371,4.7968241173273,0.0430671034791248,7366.21909218555,1,0.00648073249700158,436.29109072738,174.516436290952,0.98,1
"93",16.8,24.9,20.85,12.85,2.9,1,1156.13116839065,0.0113507500874746,0.613264561484211,0.0507509667583679,0.0262040741927808,1,51.0098143567309,4.79165190941848,0.0291351051089163,7381.43096631788,1,0.00434718616759945,438.972435155556,175.588974062222,0.98,1
"94",13.8,24.6,19.2,11.1,2.5,4.5,1171.08940137392,0.0115783556756632,0.612338206064624,0.0517668255023074,0.022145653803779,0.947368421052632,51.2669678731354,4.79872458840898,0.0240702532909674,7390.14929774023,1,0.00347055098174048,440.821544718627,176.328617887451,0.98,1
"95",16.6,24.2,20.4,16.74,3.8,3,1187.2907626975,0.0115952638301413,0.614511972062619,0.051842286433198,0.033612308909304,1,51.6527452360299,4.82306122848371,0.0360218577599438,7394.20939028514,1,0.00549031907546995,445.233125902149,178.093250360859,0.98,1
"96",13.9,28.9,21.4,25.02,5,0,1204.53040506295,0.0112800467666404,0.614673273826854,0.0504353792728527,0.0454626229331894,1,52.1628913814117,4.84264599148136,0.0473604342201627,7392.75377108721,1,0.00702260589951743,453.666994683233,181.466797873293,0.98,1
"97",18.6,27.9,23.25,17.6,4.9,18,1223.69688861352,0.0125111089248133,0.611662032206824,0.0559287871186702,0.04016942907174,1,52.5984567583308,4.8302235731308,0.0399988570178195,7386.79377179829,1,0.00657703742387087,459.223275898919,183.689310359568,0.98,1
"98",13.9,19.8,16.85,9.22,2.3,3.5,1236.20072551662,0.0126632023994768,0.623371864651182,0.0566072504925994,0.0186285765998008,0.792763157894737,52.7991017339679,4.81453639907634,0.0182960032798255,7380.58009357024,1,0.00241389891669576,460.291571003492,184.116628401397,0.98,1
"99",13.8,22.6,18.2,18.01,4.1,0.5,1250.10348154984,0.0124431972765935,0.624808930433949,0.0556258279753636,0.0337945956465573,0.881578947368421,53.1593535927549,4.84085792403696,0.0328056672513026,7370.77359760656,1,0.00472970337592262,464.38030497791,185.752121991164,0.98,1
"100",14.5,22,18.25,19.79,4.9,1,1264.06091038118,0.0122157058730601,0.622729493425381,0.054610896824494,0.0411408155849949,0.884868421052632,53.5867457932863,4.85481161680627,0.0387205565360523,7358.11580533992,1,0.00550106689643276,469.605878444169,187.842351377668,0.98,1
"101",15.1,22.4,18.75,18.03,4.9,0,1278.54020890153,0.011903827387606,0.620574537382992,0.0532192977760906,0.0422186987596409,0.917763157894737,54.012025407161,4.86168500540263,0.0382799109326524,7341.97674582877,1,0.00549690217889297,474.36311746587,189.745246986348,0.98,1
"102",16,23.7,19.85,13.61,4,0.5,1294.16570212378,0.0116931829526324,0.617612476914937,0.052279286866985,0.0350850929056962,0.990131578947368,54.3539630985699,4.86394530604229,0.0305988033673119,7321.08980006045,1,0.00465665796651649,477.405218982236,190.962087592894,0.98,1
"103",15.1,22.6,18.85,18.96,4.1,1.5,1308.75577440939,0.0115625174810387,0.615606914155832,0.051696139255724,0.0363686213839173,0.924342105263158,54.6990065944844,4.87670721950608,0.0307624619226488,7298.48041657605,1,0.00432174627563928,481.33835383277,192.535341533108,0.98,1
"104",14.6,25,19.8,21.94,4.5,4.5,1324.33423312724,0.0116635817019161,0.61436085476551,0.0521471824008319,0.0395709031182625,0.986842105263158,55.0646243966738,4.88599712991709,0.0324420179328767,7270.63896669561,1,0.0049083294969025,486.507413792548,194.602965517019,0.98,1
