STATION,Month,Day,Year,LATITUDE,LONGITUDE,ELEVATION,PRCP,TMAX,TMIN
USW00013873,3,13,14,33.94773,-83.32736,239,0,128,11
USW00013873,3,14,14,33.94773,-83.32736,239,0,183,-21
USW00013873,3,15,14,33.94773,-83.32736,239,0,228,89
USW00013873,3,16,14,33.94773,-83.32736,239,254,144,94
USW00013873,3,17,14,33.94773,-83.32736,239,99,94,17
USW00013873,3,18,14,33.94773,-83.32736,239,0,117,11
USW00013873,3,19,14,33.94773,-83.32736,239,0,144,50
USW00013873,3,20,14,33.94773,-83.32736,239,0,211,56
USW00013873,3,21,14,33.94773,-83.32736,239,0,211,0
USW00013873,3,22,14,33.94773,-83.32736,239,0,256,50
USW00013873,3,23,14,33.94773,-83.32736,239,0,217,78
USW00013873,3,24,14,33.94773,-83.32736,239,0,156,11
USW00013873,3,25,14,33.94773,-83.32736,239,13,133,17
USW00013873,3,26,14,33.94773,-83.32736,239,0,139,-21
USW00013873,3,27,14,33.94773,-83.32736,239,0,194,-10
USW00013873,3,28,14,33.94773,-83.32736,239,61,156,106
USW00013873,3,29,14,33.94773,-83.32736,239,28,211,72
USW00013873,3,30,14,33.94773,-83.32736,239,0,211,50
USW00013873,3,31,14,33.94773,-83.32736,239,0,267,33
USW00013873,4,1,14,33.94773,-83.32736,239,0,294,78
USW00013873,4,2,14,33.94773,-83.32736,239,0,294,83
USW00013873,4,3,14,33.94773,-83.32736,239,0,289,139
USW00013873,4,4,14,33.94773,-83.32736,239,0,294,139
USW00013873,4,5,14,33.94773,-83.32736,239,0,233,117
USW00013873,4,6,14,33.94773,-83.32736,239,10,156,106
USW00013873,4,7,14,33.94773,-83.32736,239,556,178,89
USW00013873,4,8,14,33.94773,-83.32736,239,0,200,83
USW00013873,4,9,14,33.94773,-83.32736,239,0,211,72
USW00013873,4,10,14,33.94773,-83.32736,239,0,239,39
USW00013873,4,11,14,33.94773,-83.32736,239,0,239,83
USW00013873,4,12,14,33.94773,-83.32736,239,0,278,100
USW00013873,4,13,14,33.94773,-83.32736,239,0,272,139
USW00013873,4,14,14,33.94773,-83.32736,239,145,222,161
USW00013873,4,15,14,33.94773,-83.32736,239,61,183,33
USW00013873,4,16,14,33.94773,-83.32736,239,0,161,-5
USW00013873,4,17,14,33.94773,-83.32736,239,0,189,22
USW00013873,4,18,14,33.94773,-83.32736,239,168,133,89
USW00013873,4,19,14,33.94773,-83.32736,239,61,139,100
USW00013873,4,20,14,33.94773,-83.32736,239,0,233,83
USW00013873,4,21,14,33.94773,-83.32736,239,0,261,61
USW00013873,4,22,14,33.94773,-83.32736,239,13,256,106
USW00013873,4,23,14,33.94773,-83.32736,239,0,278,128
USW00013873,4,24,14,33.94773,-83.32736,239,0,267,100
USW00013873,4,25,14,33.94773,-83.32736,239,0,278,150
USW00013873,4,26,14,33.94773,-83.32736,239,0,278,94
USW00013873,4,27,14,33.94773,-83.32736,239,0,294,106
USW00013873,4,28,14,33.94773,-83.32736,239,0,278,150
USW00013873,4,29,14,33.94773,-83.32736,239,46,250,183
USW00013873,4,30,14,33.94773,-83.32736,239,0,233,178
USW00013873,5,1,14,33.94773,-83.32736,239,0,211,133
USW00013873,5,2,14,33.94773,-83.32736,239,0,239,106
USW00013873,5,3,14,33.94773,-83.32736,239,0,261,94
USW00013873,5,4,14,33.94773,-83.32736,239,0,306,106
USW00013873,5,5,14,33.94773,-83.32736,239,0,328,139
USW00013873,5,6,14,33.94773,-83.32736,239,0,322,139
USW00013873,5,7,14,33.94773,-83.32736,239,0,317,122
USW00013873,5,8,14,33.94773,-83.32736,239,0,322,139
USW00013873,5,9,14,33.94773,-83.32736,239,0,283,178
USW00013873,5,10,14,33.94773,-83.32736,239,0,267,172
USW00013873,5,11,14,33.94773,-83.32736,239,0,311,167
USW00013873,5,12,14,33.94773,-83.32736,239,0,322,167
USW00013873,5,13,14,33.94773,-83.32736,239,0,322,189
USW00013873,5,14,14,33.94773,-83.32736,239,203,294,178
USW00013873,5,15,14,33.94773,-83.32736,239,485,211,117
USW00013873,5,16,14,33.94773,-83.32736,239,0,222,89
USW00013873,5,17,14,33.94773,-83.32736,239,0,217,61
USW00013873,5,18,14,33.94773,-83.32736,239,99,167,100
USW00013873,5,19,14,33.94773,-83.32736,239,0,228,100
USW00013873,5,20,14,33.94773,-83.32736,239,0,272,106
USW00013873,5,21,14,33.94773,-83.32736,239,0,311,156
USW00013873,5,22,14,33.94773,-83.32736,239,0,317,161
USW00013873,5,23,14,33.94773,-83.32736,239,0,333,178
USW00013873,5,24,14,33.94773,-83.32736,239,0,300,183
USW00013873,5,25,14,33.94773,-83.32736,239,33,311,172
USW00013873,5,26,14,33.94773,-83.32736,239,0,300,156
USW00013873,5,27,14,33.94773,-83.32736,239,0,306,178
USW00013873,5,28,14,33.94773,-83.32736,239,0,317,183
USW00013873,5,29,14,33.94773,-83.32736,239,0,306,183
USW00013873,5,30,14,33.94773,-83.32736,239,58,306,194
USW00013873,5,31,14,33.94773,-83.32736,239,0,306,183
USW00013873,6,1,14,33.94773,-83.32736,239,0,278,172
USW00013873,6,2,14,33.94773,-83.32736,239,0,272,144
USW00013873,6,3,14,33.94773,-83.32736,239,0,306,161
USW00013873,6,4,14,33.94773,-83.32736,239,0,333,194
USW00013873,6,5,14,33.94773,-83.32736,239,76,328,206
USW00013873,6,6,14,33.94773,-83.32736,239,0,322,194
USW00013873,6,7,14,33.94773,-83.32736,239,0,317,200
USW00013873,6,8,14,33.94773,-83.32736,239,0,322,206
USW00013873,6,9,14,33.94773,-83.32736,239,0,339,189
USW00013873,6,10,14,33.94773,-83.32736,239,33,333,189
USW00013873,6,11,14,33.94773,-83.32736,239,411,311,189
USW00013873,6,12,14,33.94773,-83.32736,239,0,289,189
USW00013873,6,13,14,33.94773,-83.32736,239,3,294,183
USW00013873,6,14,14,33.94773,-83.32736,239,0,317,178
USW00013873,6,15,14,33.94773,-83.32736,239,0,328,194
USW00013873,6,16,14,33.94773,-83.32736,239,0,339,206
USW00013873,6,17,14,33.94773,-83.32736,239,0,339,206
USW00013873,6,18,14,33.94773,-83.32736,239,0,344,211
USW00013873,6,19,14,33.94773,-83.32736,239,0,356,200
USW00013873,6,20,14,33.94773,-83.32736,239,0,356,189
USW00013873,6,21,14,33.94773,-83.32736,239,0,350,222
USW00013873,6,22,14,33.94773,-83.32736,239,0,339,211
USW00013873,6,23,14,33.94773,-83.32736,239,140,339,206
USW00013873,6,24,14,33.94773,-83.32736,239,5,300,200
USW00013873,6,25,14,33.94773,-83.32736,239,0,328,211
USW00013873,6,26,14,33.94773,-83.32736,239,0,328,206
USW00013873,6,27,14,33.94773,-83.32736,239,69,344,206
USW00013873,6,28,14,33.94773,-83.32736,239,71,317,211
USW00013873,6,29,14,33.94773,-83.32736,239,107,328,206
USW00013873,6,30,14,33.94773,-83.32736,239,36,294,206
USW00013873,7,1,14,33.94773,-83.32736,239,0,344,211
USW00013873,7,2,14,33.94773,-83.32736,239,0,361,217
USW00013873,7,3,14,33.94773,-83.32736,239,0,350,211
USW00013873,7,4,14,33.94773,-83.32736,239,0,317,183
USW00013873,7,5,14,33.94773,-83.32736,239,0,317,183
USW00013873,7,6,14,33.94773,-83.32736,239,0,311,178
USW00013873,7,7,14,33.94773,-83.32736,239,10,339,200
USW00013873,7,8,14,33.94773,-83.32736,239,0,344,189
USW00013873,7,9,14,33.94773,-83.32736,239,30,339,228
USW00013873,7,10,14,33.94773,-83.32736,239,97,317,211
USW00013873,7,11,14,33.94773,-83.32736,239,0,333,211
USW00013873,7,12,14,33.94773,-83.32736,239,0,339,211
USW00013873,7,13,14,33.94773,-83.32736,239,0,339,200
USW00013873,7,14,14,33.94773,-83.32736,239,0,367,217
USW00013873,7,15,14,33.94773,-83.32736,239,0,333,228
USW00013873,7,16,14,33.94773,-83.32736,239,0,328,194
USW00013873,7,17,14,33.94773,-83.32736,239,0,317,189
USW00013873,7,18,14,33.94773,-83.32736,239,20,283,206
USW00013873,7,19,14,33.94773,-83.32736,239,716,267,189
USW00013873,7,20,14,33.94773,-83.32736,239,117,256,183
USW00013873,7,21,14,33.94773,-83.32736,239,69,300,222
USW00013873,7,22,14,33.94773,-83.32736,239,0,306,217
USW00013873,7,23,14,33.94773,-83.32736,239,8,328,222
USW00013873,7,24,14,33.94773,-83.32736,239,0,322,222
USW00013873,7,25,14,33.94773,-83.32736,239,0,328,211
USW00013873,7,26,14,33.94773,-83.32736,239,0,339,206
USW00013873,7,27,14,33.94773,-83.32736,239,0,350,211
USW00013873,7,28,14,33.94773,-83.32736,239,0,333,217
USW00013873,7,29,14,33.94773,-83.32736,239,0,306,183
USW00013873,7,30,14,33.94773,-83.32736,239,0,300,156
USW00013873,7,31,14,33.94773,-83.32736,239,5,267,194
USW00013873,8,1,14,33.94773,-83.32736,239,5,267,194
USW00013873,8,2,14,33.94773,-83.32736,239,0,272,194
USW00013873,8,3,14,33.94773,-83.32736,239,0,317,183
USW00013873,8,4,14,33.94773,-83.32736,239,0,328,194
USW00013873,8,5,14,33.94773,-83.32736,239,0,339,194
USW00013873,8,6,14,33.94773,-83.32736,239,0,350,183
USW00013873,8,7,14,33.94773,-83.32736,239,3,361,211
USW00013873,8,8,14,33.94773,-83.32736,239,74,294,211
USW00013873,8,9,14,33.94773,-83.32736,239,0,317,211
USW00013873,8,10,14,33.94773,-83.32736,239,0,272,217
USW00013873,8,11,14,33.94773,-83.32736,239,0,322,211
USW00013873,8,12,14,33.94773,-83.32736,239,30,339,222
USW00013873,8,13,14,33.94773,-83.32736,239,0,322,200
USW00013873,8,14,14,33.94773,-83.32736,239,0,317,172
USW00013873,8,15,14,33.94773,-83.32736,239,0,333,167
USW00013873,8,16,14,33.94773,-83.32736,239,0,339,178
USW00013873,8,17,14,33.94773,-83.32736,239,18,350,183
USW00013873,8,18,14,33.94773,-83.32736,239,208,333,211
USW00013873,8,19,14,33.94773,-83.32736,239,23,317,206
USW00013873,8,20,14,33.94773,-83.32736,239,0,350,206
USW00013873,8,21,14,33.94773,-83.32736,239,0,367,194
USW00013873,8,22,14,33.94773,-83.32736,239,0,361,217
USW00013873,8,23,14,33.94773,-83.32736,239,0,367,222
USW00013873,8,24,14,33.94773,-83.32736,239,0,322,222
USW00013873,8,25,14,33.94773,-83.32736,239,0,300,189
USW00013873,8,26,14,33.94773,-83.32736,239,0,317,172
USW00013873,8,27,14,33.94773,-83.32736,239,0,333,167
USW00013873,8,28,14,33.94773,-83.32736,239,0,361,156
USW00013873,8,29,14,33.94773,-83.32736,239,0,361,183
USW00013873,8,30,14,33.94773,-83.32736,239,0,339,194
USW00013873,8,31,14,33.94773,-83.32736,239,119,339,222
USW00013873,9,1,14,33.94773,-83.32736,239,0,356,217
USW00013873,9,2,14,33.94773,-83.32736,239,0,361,211
USW00013873,9,3,14,33.94773,-83.32736,239,8,356,217
USW00013873,9,4,14,33.94773,-83.32736,239,465,289,222
USW00013873,9,5,14,33.94773,-83.32736,239,0,333,217
USW00013873,9,6,14,33.94773,-83.32736,239,0,339,217
USW00013873,9,7,14,33.94773,-83.32736,239,25,328,222
USW00013873,9,8,14,33.94773,-83.32736,239,3,267,217
USW00013873,9,9,14,33.94773,-83.32736,239,0,278,189
USW00013873,9,10,14,33.94773,-83.32736,239,0,306,206
USW00013873,9,11,14,33.94773,-83.32736,239,0,339,200
USW00013873,9,12,14,33.94773,-83.32736,239,366,339,228
USW00013873,9,13,14,33.94773,-83.32736,239,295,317,211
USW00013873,9,14,14,33.94773,-83.32736,239,0,233,189
USW00013873,9,15,14,33.94773,-83.32736,239,0,244,183
USW00013873,9,16,14,33.94773,-83.32736,239,15,322,211
USW00013873,9,17,14,33.94773,-83.32736,239,0,306,200
USW00013873,9,18,14,33.94773,-83.32736,239,0,283,194
USW00013873,9,19,14,33.94773,-83.32736,239,0,289,183
USW00013873,9,20,14,33.94773,-83.32736,239,0,289,172
USW00013873,9,21,14,33.94773,-83.32736,239,0,311,150
USW00013873,9,22,14,33.94773,-83.32736,239,0,250,150
USW00013873,9,23,14,33.94773,-83.32736,239,0,239,133
USW00013873,9,24,14,33.94773,-83.32736,239,0,222,122
USW00013873,9,25,14,33.94773,-83.32736,239,0,228,161
USW00013873,9,26,14,33.94773,-83.32736,239,0,222,178
USW00013873,9,27,14,33.94773,-83.32736,239,0,267,178
USW00013873,9,28,14,33.94773,-83.32736,239,3,244,189
USW00013873,9,29,14,33.94773,-83.32736,239,46,206,178
USW00013873,9,30,14,33.94773,-83.32736,239,0,278,150
USW00013873,10,1,14,33.94773,-83.32736,239,0,300,150
USW00013873,10,2,14,33.94773,-83.32736,239,0,306,144
USW00013873,10,3,14,33.94773,-83.32736,239,86,250,183
USW00013873,10,4,14,33.94773,-83.32736,239,0,189,67
USW00013873,10,5,14,33.94773,-83.32736,239,0,211,33
USW00013873,10,6,14,33.94773,-83.32736,239,0,250,78
USW00013873,10,7,14,33.94773,-83.32736,239,0,278,122
USW00013873,10,8,14,33.94773,-83.32736,239,0,306,161
USW00013873,10,9,14,33.94773,-83.32736,239,58,300,178
USW00013873,10,10,14,33.94773,-83.32736,239,0,300,183
USW00013873,10,11,14,33.94773,-83.32736,239,15,306,189
USW00013873,10,12,14,33.94773,-83.32736,239,0,267,156
USW00013873,10,13,14,33.94773,-83.32736,239,0,283,150
USW00013873,10,14,14,33.94773,-83.32736,239,706,228,139
USW00013873,10,15,14,33.94773,-83.32736,239,0,217,106
USW00013873,10,16,14,33.94773,-83.32736,239,0,189,100
USW00013873,10,17,14,33.94773,-83.32736,239,0,261,78
USW00013873,10,18,14,33.94773,-83.32736,239,0,250,122
USW00013873,10,19,14,33.94773,-83.32736,239,0,217,61
USW00013873,10,20,14,33.94773,-83.32736,239,0,228,61
USW00013873,10,21,14,33.94773,-83.32736,239,0,244,89
USW00013873,10,22,14,33.94773,-83.32736,239,0,211,61
USW00013873,10,23,14,33.94773,-83.32736,239,0,222,39
USW00013873,10,24,14,33.94773,-83.32736,239,0,228,61
USW00013873,10,25,14,33.94773,-83.32736,239,0,244,67
USW00013873,10,26,14,33.94773,-83.32736,239,0,294,117
USW00013873,10,27,14,33.94773,-83.32736,239,0,294,100
USW00013873,10,28,14,33.94773,-83.32736,239,0,278,111
USW00013873,10,29,14,33.94773,-83.32736,239,0,250,94
USW00013873,10,30,14,33.94773,-83.32736,239,0,200,50
USW00013873,10,31,14,33.94773,-83.32736,239,0,200,39
USW00013873,11,1,14,33.94773,-83.32736,239,0,128,33
USW00013873,11,2,14,33.94773,-83.32736,239,0,161,6
USW00013873,11,3,14,33.94773,-83.32736,239,0,189,-16
USW00013873,11,4,14,33.94773,-83.32736,239,0,217,28
USW00013873,11,5,14,33.94773,-83.32736,239,0,206,72
USW00013873,11,6,14,33.94773,-83.32736,239,15,217,94
USW00013873,11,7,14,33.94773,-83.32736,239,0,167,22
USW00013873,11,8,14,33.94773,-83.32736,239,0,167,11
USW00013873,11,9,14,33.94773,-83.32736,239,0,211,28
USW00013873,11,10,14,33.94773,-83.32736,239,0,211,17
USW00013873,11,11,14,33.94773,-83.32736,239,0,228,28
USW00013873,11,12,14,33.94773,-83.32736,239,0,244,78
USW00013873,11,13,14,33.94773,-83.32736,239,0,133,33
USW00013873,11,14,14,33.94773,-83.32736,239,0,111,-21
USW00013873,11,15,14,33.94773,-83.32736,239,0,89,-32
USW00013873,11,16,14,33.94773,-83.32736,239,28,106,11
USW00013873,11,17,14,33.94773,-83.32736,239,206,128,-5
USW00013873,11,18,14,33.94773,-83.32736,239,0,39,-55
USW00013873,11,19,14,33.94773,-83.32736,239,0,94,-66
USW00013873,11,20,14,33.94773,-83.32736,239,0,167,-43
USW00013873,11,21,14,33.94773,-83.32736,239,0,183,33
USW00013873,11,22,14,33.94773,-83.32736,239,0,156,11
USW00013873,11,23,14,33.94773,-83.32736,239,437,150,61
USW00013873,11,24,14,33.94773,-83.32736,239,0,250,139
USW00013873,11,25,14,33.94773,-83.32736,239,25,144,83
USW00013873,11,26,14,33.94773,-83.32736,239,61,144,44
USW00013873,11,27,14,33.94773,-83.32736,239,0,100,11
USW00013873,11,28,14,33.94773,-83.32736,239,0,94,-32
USW00013873,11,29,14,33.94773,-83.32736,239,0,161,-32
USW00013873,11,30,14,33.94773,-83.32736,239,0,206,22
USW00013873,12,1,14,33.94773,-83.32736,239,0,233,28
USW00013873,12,2,14,33.94773,-83.32736,239,0,228,56
USW00013873,12,3,14,33.94773,-83.32736,239,0,194,89
USW00013873,12,4,14,33.94773,-83.32736,239,8,189,94
USW00013873,12,5,14,33.94773,-83.32736,239,0,133,100
USW00013873,12,6,14,33.94773,-83.32736,239,38,122,89
USW00013873,12,7,14,33.94773,-83.32736,239,0,156,44
USW00013873,12,8,14,33.94773,-83.32736,239,0,67,33
USW00013873,12,9,14,33.94773,-83.32736,239,0,122,22
USW00013873,12,10,14,33.94773,-83.32736,239,0,122,-5
USW00013873,12,11,14,33.94773,-83.32736,239,0,144,-38
USW00013873,12,12,14,33.94773,-83.32736,239,0,178,-32
USW00013873,12,13,14,33.94773,-83.32736,239,0,194,-16
USW00013873,12,14,14,33.94773,-83.32736,239,0,206,-5
USW00013873,12,15,14,33.94773,-83.32736,239,0,167,-21
USW00013873,12,16,14,33.94773,-83.32736,239,84,167,61
USW00013873,12,17,14,33.94773,-83.32736,239,0,150,22
USW00013873,12,18,14,33.94773,-83.32736,239,0,156,22
USW00013873,12,19,14,33.94773,-83.32736,239,0,150,17
USW00013873,12,20,14,33.94773,-83.32736,239,15,94,67
USW00013873,12,21,14,33.94773,-83.32736,239,3,106,61
USW00013873,12,22,14,33.94773,-83.32736,239,127,78,44
USW00013873,12,23,14,33.94773,-83.32736,239,196,89,39
USW00013873,12,24,14,33.94773,-83.32736,239,427,128,83
USW00013873,12,25,14,33.94773,-83.32736,239,0,128,11
USW00013873,12,26,14,33.94773,-83.32736,239,0,156,-16
USW00013873,12,27,14,33.94773,-83.32736,239,0,178,-5
USW00013873,12,28,14,33.94773,-83.32736,239,216,150,100
USW00013873,12,29,14,33.94773,-83.32736,239,79,189,111
USW00013873,12,30,14,33.94773,-83.32736,239,0,117,50
USW00013873,12,31,14,33.94773,-83.32736,239,0,111,0
USW00013873,1,1,15,33.94773,-83.32736,239,10,139,-16
USW00013873,1,2,15,33.94773,-83.32736,239,140,100,50
USW00013873,1,3,15,33.94773,-83.32736,239,89,111,89
USW00013873,1,4,15,33.94773,-83.32736,239,229,183,72
USW00013873,1,5,15,33.94773,-83.32736,239,0,122,6
USW00013873,1,6,15,33.94773,-83.32736,239,0,128,-32
USW00013873,1,7,15,33.94773,-83.32736,239,0,72,-71
USW00013873,1,8,15,33.94773,-83.32736,239,0,6,-116
USW00013873,1,9,15,33.94773,-83.32736,239,0,61,-71
USW00013873,1,10,15,33.94773,-83.32736,239,0,78,-71
USW00013873,1,11,15,33.94773,-83.32736,239,38,50,-32
USW00013873,1,12,15,33.94773,-83.32736,239,5,83,33
USW00013873,1,13,15,33.94773,-83.32736,239,10,94,33
USW00013873,1,14,15,33.94773,-83.32736,239,0,72,-5
USW00013873,1,15,15,33.94773,-83.32736,239,20,39,-21
USW00013873,1,16,15,33.94773,-83.32736,239,0,150,-10
USW00013873,1,17,15,33.94773,-83.32736,239,0,150,-27
USW00013873,1,18,15,33.94773,-83.32736,239,0,156,17
USW00013873,1,19,15,33.94773,-83.32736,239,0,194,-5
USW00013873,1,20,15,33.94773,-83.32736,239,0,200,50
USW00013873,1,21,15,33.94773,-83.32736,239,0,194,39
USW00013873,1,22,15,33.94773,-83.32736,239,0,144,0
USW00013873,1,23,15,33.94773,-83.32736,239,203,78,39
USW00013873,1,24,15,33.94773,-83.32736,239,13,100,22
USW00013873,1,25,15,33.94773,-83.32736,239,0,156,-21
USW00013873,1,26,15,33.94773,-83.32736,239,0,106,6
USW00013873,1,27,15,33.94773,-83.32736,239,0,111,-16
USW00013873,1,28,15,33.94773,-83.32736,239,0,117,-32
USW00013873,1,29,15,33.94773,-83.32736,239,0,144,-21
USW00013873,1,30,15,33.94773,-83.32736,239,0,122,17
USW00013873,1,31,15,33.94773,-83.32736,239,0,122,-49
USW00013873,2,1,15,33.94773,-83.32736,239,81,150,11
USW00013873,2,2,15,33.94773,-83.32736,239,89,133,-21
USW00013873,2,3,15,33.94773,-83.32736,239,0,94,-55
USW00013873,2,4,15,33.94773,-83.32736,239,0,111,-16
USW00013873,2,5,15,33.94773,-83.32736,239,0,144,-21
USW00013873,2,6,15,33.94773,-83.32736,239,0,117,-71
USW00013873,2,7,15,33.94773,-83.32736,239,0,183,-27
USW00013873,2,8,15,33.94773,-83.32736,239,0,211,28
USW00013873,2,9,15,33.94773,-83.32736,239,132,172,100
USW00013873,2,10,15,33.94773,-83.32736,239,0,161,39
USW00013873,2,11,15,33.94773,-83.32736,239,0,167,0
USW00013873,2,12,15,33.94773,-83.32736,239,0,117,-21
USW00013873,2,13,15,33.94773,-83.32736,239,0,72,-38
USW00013873,2,14,15,33.94773,-83.32736,239,0,156,-27
USW00013873,2,15,15,33.94773,-83.32736,239,0,83,-32
USW00013873,2,16,15,33.94773,-83.32736,239,231,39,-10
USW00013873,2,17,15,33.94773,-83.32736,239,36,28,-21
USW00013873,2,18,15,33.94773,-83.32736,239,0,39,-60
USW00013873,2,19,15,33.94773,-83.32736,239,0,-16,-93
USW00013873,2,20,15,33.94773,-83.32736,239,0,28,-99
USW00013873,2,21,15,33.94773,-83.32736,239,8,106,0
USW00013873,2,22,15,33.94773,-83.32736,239,178,117,28
USW00013873,2,23,15,33.94773,-83.32736,239,71,133,61
USW00013873,2,24,15,33.94773,-83.32736,239,33,67,-5
USW00013873,2,25,15,33.94773,-83.32736,239,147,44,-5
USW00013873,2,26,15,33.94773,-83.32736,239,8,61,0
USW00013873,2,27,15,33.94773,-83.32736,239,0,128,-10
USW00013873,2,28,15,33.94773,-83.32736,239,0,106,11
USW00013873,3,1,15,33.94773,-83.32736,239,79,61,11
USW00013873,3,2,15,33.94773,-83.32736,239,0,228,61
USW00013873,3,3,15,33.94773,-83.32736,239,36,133,72
USW00013873,3,4,15,33.94773,-83.32736,239,0,256,78
USW00013873,3,5,15,33.94773,-83.32736,239,41,200,44
USW00013873,3,6,15,33.94773,-83.32736,239,3,111,17
USW00013873,3,7,15,33.94773,-83.32736,239,0,189,-27
USW00013873,3,8,15,33.94773,-83.32736,239,0,233,6
USW00013873,3,9,15,33.94773,-83.32736,239,0,200,106
USW00013873,3,10,15,33.94773,-83.32736,239,3,256,111
USW00013873,3,11,15,33.94773,-83.32736,239,0,267,128
USW00013873,3,12,15,33.94773,-83.32736,239,0,194,133
USW00013873,3,13,15,33.94773,-83.32736,239,91,139,67
USW00013873,3,14,15,33.94773,-83.32736,239,48,178,67
USW00013873,3,15,15,33.94773,-83.32736,239,0,261,117
USW00013873,3,16,15,33.94773,-83.32736,239,0,306,61
USW00013873,3,17,15,33.94773,-83.32736,239,0,278,100
USW00013873,3,18,15,33.94773,-83.32736,239,0,222,100
USW00013873,3,19,15,33.94773,-83.32736,239,226,139,78
USW00013873,3,20,15,33.94773,-83.32736,239,0,222,72
USW00013873,3,21,15,33.94773,-83.32736,239,0,250,100
